"g2","b2","g3","b3"
"1",0.561046972870827,0.197751081897877,0.272205229266547,-0.269543970236555
"2",2.19840973848477,0.354227166739292,0.190461027668789,-0.452073439839296
"3",1.30377237393986,1.31311052350793,2.16809620149434,-0.87734847154934
"4",1.46705624472816,0.791223296080716,0.784978717565536,-0.878113635932095
"5",1.47718302847352,0.568725623306818,0.224806147161871,-0.325183392735198
"6",1.65055574092548,0.593735532369465,1.74920659454074,-1.0533331859624
"7",1.5893763420172,1.39661098702345,1.31254676554818,-0.793404777883552
"8",1.04508666903712,0.401645350386389,0.958288579131477,-1.38672790839337
"9",2.11127674323507,0.127403814112768,1.94481051526964,-0.0567820480791852
"10",1.29776433808729,0.290418585645966,1.33153544680681,-0.903467549826019
"11",1.91245798429009,0.643107853364199,1.67627350369003,-1.05245060788002
"12",0.967080398113467,0.837104259990156,1.5763726842124,-0.633847602875903
"13",2.08315033989493,0.892863113782369,2.26526278827805,-0.40922374476213
"14",0.0761220010463148,1.33421502623241,1.63132702175062,-1.38752744556405
"15",1.95484037627466,0.0974456743570045,0.0269799213856459,-1.30998359376099
"16",1.88580248912331,0.131802240153775,0.504354131990112,-1.00167880626395
"17",1.26073149149306,1.49286824336741,1.02021001919638,-0.577211983152665
"18",1.69035728438757,0.241157289594412,0.388351958245039,-1.05044586549047
"19",1.85687309654895,1.37569292122498,2.13163985405117,-0.571833680849522
"20",0.0856530730379745,0.0373601890169084,0.211664223461412,-0.144759466988035
"21",0.501703617046587,0.951553307007998,1.10885303991381,-1.43791373865679
"22",1.98667474207468,0.196399789536372,1.13284776220098,-1.07567225955427
"23",0.885284095420502,0.300959110027179,2.02265071566217,-0.0456998540321365
"24",2.05289010948036,0.726982514024712,1.86098631005734,-0.435861033853143
"25",0.542057137936354,0.854012137977406,1.66346099111252,-0.414274949231185
"26",1.59134166606236,1.37200563610531,0.703661174047738,-0.472661999054253
"27",2.06360365787987,1.24095443647821,0.85852951509878,-1.43137955933344
"28",0.749618054251187,0.277920881984755,0.523700761259533,-0.813955174293369
"29",0.291760844993405,1.20075644413009,0.556407405529171,-0.104603233281523
"30",1.33157785458025,0.981122025637887,2.46470023004804,-0.559397208038718
"31",1.67586589173879,0.531128308153711,2.31612826872151,-1.08825296885334
"32",1.68802847387269,1.44945400126744,1.86500903859269,-0.715384414885193
"33",0.323438622872345,0.180556723382324,0.387754329713061,-0.777545045013539
"34",1.98835758725181,0.317312736413442,2.41727238229942,-0.579747066716664
"35",0.114910884294659,0.538448096718639,1.625470542931,-0.43282448023092
"36",1.96138924860861,0.973736718180589,1.05832169880159,-0.0703364760847762
"37",0.934097366407514,1.4071194838034,0.0337725097779185,-0.93516032374464
"38",0.0117356574628502,0.987364898202941,1.22066959564108,-0.0910954819992185
"39",0.00996956543531269,0.686797155998647,1.28675998363178,-0.191910154768266
"40",1.08755023160484,1.30149468616582,2.0895928615937,-0.842694548307918
"41",0.720008026692085,1.02268267516047,0.585603491053917,-0.738881502184086
"42",1.37686674948782,0.104792047175579,2.28402672393713,-0.0275181747274473
"43",1.27291595039424,0.369240329833701,1.13486742018722,-0.845791470143013
"44",1.09255268762354,1.01005988975521,2.27769959426951,-0.332353839534335
"45",1.79192835697904,0.819786087842658,1.99912319891155,-1.08062116394285
"46",1.46313440112863,0.474042549496517,1.98914072534535,-1.08913339697756
"47",0.846076787565835,0.665266268304549,0.551317007048056,-1.27667018165812
