"g2","b2","g3","b3"
"1",-0.0551016215467826,-1.42464555997867,0.810894602909684,1.14737488562241
"2",-0.390375264105387,-0.0887985213194042,2.28454797703307,0.971186051610857
"3",-0.884144952869974,-1.08464892057236,0.837772461818531,1.06332775123883
"4",-2.45307003438938,-1.39209402096458,2.19201821775641,0.47681275557261
"5",-2.09572796942666,-1.29886141140014,1.22470697911922,1.19933201896492
"6",-1.08399207878392,-0.525690532755107,0.528273484669626,0.519961895537563
"7",-1.66936133988202,-0.129332303185947,0.495154258096591,0.157399813528173
"8",-1.56441656523384,-0.813487786450423,0.407635750598274,1.47988936433103
"9",-0.542640060302801,-1.42849510617089,2.01744541991502,1.06450384191703
"10",-1.7363972653402,-1.00339114910457,1.9077631161781,0.510422902414575
"11",-1.28269637003541,-1.2191248415038,2.15907138364855,1.07056778494734
"12",-1.46724465943407,-0.0914543936960399,2.30723808810581,0.469912651344202
"13",-2.38511854084209,-0.550603353534825,1.79687364783604,1.02315998019185
"14",-1.40234973747283,-1.17236998630688,1.46700612851419,0.324987897765823
"15",-1.5077572123846,-0.871798519743606,1.27429318614304,1.01108338788617
"16",-0.510058446088806,-0.832305101794191,2.13685428607278,0.140888661146164
"17",-1.59476265427656,-0.455007825046778,1.46124004677404,0.287878209608607
"18",-1.99749546707608,-0.914581550401635,1.59302390529774,1.00559097260702
"19",-0.555642262916081,-0.0638325376203284,1.58724891429301,1.30957674351521
"20",-0.616875792038627,-0.505997639615089,1.56945338589139,0.262049742392264
"21",-0.210355087765492,-0.15864608483389,0.294369462644681,1.30657088023145
"22",-1.68879838951398,-1.20491376402788,1.27858045045286,1.30094570643269
"23",-1.38264920678921,-0.758231662446633,0.917181078693829,0.819143019849434
"24",-2.23337071191054,-0.487338447477669,1.15915682807099,0.0253942996496335
"25",-2.28429423819762,-1.38345027412288,2.44723803480156,1.14868507068604
"26",-0.402401948813349,-0.945332157891244,0.483858799561858,1.33864892169368
